g.nR.d	g.nR.s	l.cnt	g_entrez_emt	g_tcga_gbm	g_escSig_eed	g_escSig_esTF	g_escSig_exp1	g_escSig_exp2	g_escSig_h3k27	g_escSig_myc	g_escSig_nanog	g_escSig_nos	g_escSig_oct4	g_escSig_prc2	g_escSig_sox2	g_escSig_suz12	g_fa	g_scm_pluri	g_siR	g_entrez_Ca
116444	GRIN3B	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
6857	SYT1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5957	RCVRN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
53841	MUPCDH	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10016	PDCD6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
30820	KCNIP1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
7220	TRPC1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
51196	PLCE1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5027	P2RX7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2199	FBLN2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2196	FAT2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
828	CAPS	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
307	ANXA4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
23499	MACF1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
147968	CAPN12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
553115	PEF1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
56923	NMUR2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
57620	STIM2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5534	PPP3R1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5336	PLCG2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
7442	TRPV1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
9629	CLCA3P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
83988	NCALD	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
7173	TPO	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
78987	CRELD1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
30817	EMR2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4054	LTBP3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4052	LTBP1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1606	DGKA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
23007	PLCH1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
8425	LTBP4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5648	MASP1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
845	CASQ2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10398	MYL9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
794	CALB2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
649	BMP1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5333	PLCD1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
65217	PCDH15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
7134	TNNC1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1828	DSG1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
80036	TRPM3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
127833	SYT2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2978	GUCA1A	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
9626	GUCA1C	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
7226	TRPM2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2155	F7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
89766	UMODL1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
844	CASQ1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
79633	FAT4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
444	ASPH	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
120114	FAT3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
7369	UMOD	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
117155	CATSPER2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
9104	RGN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4256	MGP	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4038	LRP4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3936	LCP1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
85365	ALG2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1139	CHRNA7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
92291	CAPN13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
80274	SCUBE1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
726	CAPN5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5350	PLN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2979	GUCA1B	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1950	EGF	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
654231	OCM	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
813	CALU	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2280	FKBP1A	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
64403	CDH24	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
162514	TRPV3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
8642	DCHS1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
8641	PCDHGB4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
89869	PLCZ1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
27445	PCLO	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
56132	PCDHB3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
56131	PCDHB4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
56129	PCDHB7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
56123	PCDHB13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
56122	PCDHB14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5319	PLA2G1B	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2903	GRIN2A	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
57717	PCDHB16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
83872	HMCN1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
57493	HEG1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
7060	THBS4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4637	MYL6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4635	MYL4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4632	MYL1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
9379	NRXN2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
64420	SUSD1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2015	EMR1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
6709	SPTAN1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
54681	P4HTM	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
23473	CAPN7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
133690	CAPSL	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1607	DGKB	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
63926	ANKRD5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
51806	CALML5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1463	NCAN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3714	JAG2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10747	MASP2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
85021	REPS1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10627	MRCL3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
84812	PLCD4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
8029	CUBN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5627	PROS1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
103910	MRLC2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
79987	SVEP1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
51162	EGFL7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
716	C1S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
91860	CALML4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3064	HTT	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10085	EDIL3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2820	GPD2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
55288	RHOT1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4811	NID1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
801	CALM1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
57582	KCNT1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
26167	PCDHB5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
378807	CATSPER4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
54795	TRPM4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
57053	CHRNA10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
140803	TRPM6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
23208	SYT11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
8448	DOC2A	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
8447	DOC2B	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
56133	PCDHB2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
56130	PCDHB6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
56127	PCDHB9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
56126	PCDHB10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
56125	PCDHB11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
51393	TRPV2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
51294	PCDH12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10316	NMUR1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
100133404	LOC100133404	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
79772	MCTP1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
55784	MCTP2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
53373	TPCN1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
55584	CHRNA9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
84258	SYT3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
7466	WFS1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
8416	ANXA9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5624	PROC	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
827	CAPN6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
84698	CAPS2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
135	ADORA2A	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
7125	TNNC2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
7057	THBS1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2159	F10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1952	CELSR2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1951	CELSR3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
90411	MCFD2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
140465	MYL6B	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
30008	EFEMP2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
56147	PCDHA1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
56142	PCDHA6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
56139	PCDHA10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
56135	PCDHAC1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
56108	PCDHGA7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
56105	PCDHGA11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
56097	PCDHGC5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
810	CALML3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5535	PPP3R2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
163688	CALML6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
311	ANXA11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
308	ANXA5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
113026	PLCD3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
9651	PLCH2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
9620	CELSR1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
79180	EFHD2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
57526	PCDH19	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
93408	MYLC2PL	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
7059	THBS3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
7052	TGM2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4634	MYL3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4633	MYL2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
54947	LPCAT2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
28514	DLL1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
9369	NRXN3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2158	F9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2147	F2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
57124	CD248	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
25992	SNED1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
23418	CRB1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
9033	PKD2L1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1830	DSG3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1824	DSC2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1823	DSC1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1812	DRD1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
64123	ELTD1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
11328	FKBP9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
162494	RHBDL3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
80864	EGFL8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
8858	PROZ	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
114327	EFHC1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
63928	CHP2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
23140	ZZEF1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
23105	FSTL4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
6347	CCL2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3949	LDLR	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
90141	C14orf143	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
22953	P2RX2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
22918	CD93	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
80303	EFHD1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
92211	PCDH21	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
29895	MYLPF	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1014	CDH16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1008	CDH10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1003	CDH5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5745	PTH1R	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
58498	MYL7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
715	C1R	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
286204	CRB2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
84669	USP32	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
84658	EMR3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
60681	FKBP10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
374955	SPATA21	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
53353	LRP1B	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5357	PLS1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
552	AVPR1A	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
151651	EFHB	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
84467	FBN3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
84290	CAPNS2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5099	PCDH7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
57758	SCUBE2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4925	NUCB2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
185	AGTR1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
154	ADRB2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
7273	TTN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4854	NOTCH3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
88	ACTN2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
81	ACTN4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2312	FLG	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2266	FGG	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
28513	CDH19	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
64405	CDH22	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
54825	PCDH24	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
26025	PCDHGA12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
57192	MCOLN1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
54704	PPM2C	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
28316	CDH20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
11199	ANXA10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
222256	FLJ23834	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
89941	RHOT2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
147409	DSG4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1016	CDH18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1015	CDH17	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1013	CDH15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1010	CDH12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1007	CDH9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1006	CDH8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
56146	PCDHA2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
56145	PCDHA3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
56144	PCDHA4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
56143	PCDHA5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
56141	PCDHA7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
56140	PCDHA8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
56138	PCDHA11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
56137	PCDHA12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
56136	PCDHA13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
56134	PCDHAC2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
56128	PCDHB8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
56124	PCDHB12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
56114	PCDHGA1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
56113	PCDHGA2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
56112	PCDHGA3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
56111	PCDHGA4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
56110	PCDHGA5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
56109	PCDHGA6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
56107	PCDHGA9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
56106	PCDHGA10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
56104	PCDHGB1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
56103	PCDHGB2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
56102	PCDHGB3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
56101	PCDHGB5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
56100	PCDHGB6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
56099	PCDHGB7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
859	CAV3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
821	CANX	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5334	PLCL1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5322	PLA2G5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5320	PLA2G2A	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
60437	CDH26	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5101	PCDH9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2771	GNAI2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
312	ANXA13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5024	P2RX3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
9752	PCDHA9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
9708	PCDHGA8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4775	NFATC3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2161	F12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
85445	CNTNAP4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1234	CCR5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3576	IL8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10683	DLL3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
